wavelength,Neat Wt,Ferrous Wt,Neat Wt,Ferrous Wt
442,0.1054475,0.338252667,0.1054475,0.338252667
441.5,0.107401,0.352683667,0.107401,0.352683667
441,0.1094195,0.366886667,0.1094195,0.366886667
440.5,0.111496,0.380692667,0.111496,0.380692667
440,0.11361,0.393976,0.11361,0.393976
439.5,0.115762,0.406564667,0.115762,0.406564667
439,0.117946,0.418368333,0.117946,0.418368333
438.5,0.1201665,0.429214333,0.1201665,0.429214333
438,0.12242,0.439085333,0.12242,0.439085333
437.5,0.1247135,0.447905,0.1247135,0.447905
437,0.1270265,0.455629,0.1270265,0.455629
436.5,0.129384,0.462323333,0.129384,0.462323333
436,0.1317995,0.467984,0.1317995,0.467984
435.5,0.13426,0.472658667,0.13426,0.472658667
435,0.1368115,0.476403,0.1368115,0.476403
434.5,0.139437,0.479286667,0.139437,0.479286667
434,0.1421835,0.481389333,0.1421835,0.481389333
433.5,0.1450195,0.482774,0.1450195,0.482774
433,0.1479765,0.483515667,0.1479765,0.483515667
432.5,0.1510915,0.483664667,0.1510915,0.483664667
432,0.1543555,0.483267667,0.1543555,0.483267667
431.5,0.157797,0.482398667,0.157797,0.482398667
431,0.161456,0.481093,0.161456,0.481093
430.5,0.1653145,0.479366,0.1653145,0.479366
430,0.1693785,0.477230667,0.1693785,0.477230667
429.5,0.173735,0.474739667,0.173735,0.474739667
429,0.178378,0.471921333,0.178378,0.471921333
428.5,0.183281,0.468783667,0.183281,0.468783667
428,0.18851,0.465356,0.18851,0.465356
427.5,0.1940735,0.461626333,0.1940735,0.461626333
427,0.199985,0.457629333,0.199985,0.457629333
426.5,0.206311,0.453366333,0.206311,0.453366333
426,0.213083,0.448897,0.213083,0.448897
425.5,0.220285,0.444211333,0.220285,0.444211333
425,0.2279865,0.439313333,0.2279865,0.439313333
424.5,0.236294,0.434234667,0.236294,0.434234667
424,0.2451865,0.428986,0.2451865,0.428986
423.5,0.25475,0.423586667,0.25475,0.423586667
423,0.264925,0.418076333,0.264925,0.418076333
422.5,0.275831,0.412505333,0.275831,0.412505333
422,0.2874385,0.406854333,0.2874385,0.406854333
421.5,0.2997575,0.40116,0.2997575,0.40116
421,0.3128355,0.395477,0.3128355,0.395477
420.5,0.3265845,0.389770333,0.3265845,0.389770333
420,0.3410595,0.384141,0.3410595,0.384141
419.5,0.356181,0.378552,0.356181,0.378552
419,0.371947,0.373004,0.371947,0.373004
418.5,0.388285,0.367524667,0.388285,0.367524667
418,0.4051025,0.362117667,0.4051025,0.362117667
417.5,0.422381,0.356762,0.422381,0.356762
417,0.4400155,0.351461333,0.4400155,0.351461333
416.5,0.457887,0.346259333,0.457887,0.346259333
416,0.475803,0.341093,0.475803,0.341093
415.5,0.493528,0.335997333,0.493528,0.335997333
415,0.5109035,0.330954667,0.5109035,0.330954667
414.5,0.527717,0.325992333,0.527717,0.325992333
414,0.543913,0.321082,0.543913,0.321082
413.5,0.559109,0.316245333,0.559109,0.316245333
413,0.573201,0.311484333,0.573201,0.311484333
412.5,0.5861305,0.306780667,0.5861305,0.306780667
412,0.5976165,0.302114,0.5976165,0.302114
411.5,0.6076845,0.297524333,0.6076845,0.297524333
411,0.6161955,0.293048667,0.6161955,0.293048667
410.5,0.6230975,0.288610333,0.6230975,0.288610333
410,0.6282985,0.284244,0.6282985,0.284244
409.5,0.631901,0.279959333,0.631901,0.279959333
409,0.633897,0.275766667,0.633897,0.275766667
408.5,0.634213,0.271657333,0.634213,0.271657333
408,0.633012,0.267683,0.633012,0.267683
407.5,0.630349,0.263842667,0.630349,0.263842667
407,0.626327,0.260098333,0.626327,0.260098333
406.5,0.6210355,0.256405,0.6210355,0.256405
406,0.6146675,0.252805,0.6146675,0.252805
405.5,0.607206,0.249361667,0.607206,0.249361667
405,0.5988435,0.246050667,0.5988435,0.246050667
404.5,0.5897355,0.242912333,0.5897355,0.242912333
404,0.580017,0.239842,0.580017,0.239842
403.5,0.5697405,0.236887333,0.5697405,0.236887333
403,0.559118,0.234020667,0.559118,0.234020667
402.5,0.5481795,0.231380667,0.5481795,0.231380667
402,0.536958,0.228863667,0.536958,0.228863667
401.5,0.525707,0.226404333,0.525707,0.226404333
401,0.5144025,0.224043667,0.5144025,0.224043667
400.5,0.5030985,0.221734,0.5030985,0.221734
400,0.4905375,0.218868667,0.4905375,0.218868667
399.5,0.479575,0.216839,0.479575,0.216839
399,0.4688625,0.214889333,0.4688625,0.214889333
398.5,0.4583955,0.213103,0.4583955,0.213103
398,0.4483115,0.211332667,0.4483115,0.211332667
397.5,0.4385835,0.20966,0.4385835,0.20966
397,0.429282,0.208136333,0.429282,0.208136333
396.5,0.420378,0.206704,0.420378,0.206704
396,0.411823,0.205387333,0.411823,0.205387333
395.5,0.403683,0.204061333,0.403683,0.204061333
395,0.3958875,0.20285,0.3958875,0.20285
394.5,0.388494,0.201698667,0.388494,0.201698667
394,0.3814285,0.200687333,0.3814285,0.200687333
393.5,0.374638,0.199595,0.374638,0.199595
393,0.368084,0.198616333,0.368084,0.198616333
392.5,0.3619075,0.197765667,0.3619075,0.197765667
392,0.355954,0.196972333,0.355954,0.196972333
391.5,0.3501295,0.196237667,0.3501295,0.196237667
391,0.3445665,0.195612667,0.3445665,0.195612667
390.5,0.3391085,0.195011667,0.3391085,0.195011667
390,0.333734,0.19441,0.333734,0.19441
389.5,0.328492,0.193994,0.328492,0.193994
389,0.3234595,0.193492667,0.3234595,0.193492667
388.5,0.318432,0.193083667,0.318432,0.193083667
388,0.313487,0.192712333,0.313487,0.192712333
387.5,0.308736,0.192343667,0.308736,0.192343667
387,0.3040015,0.191961333,0.3040015,0.191961333
386.5,0.2992825,0.191626667,0.2992825,0.191626667
386,0.2946945,0.191409667,0.2946945,0.191409667
385.5,0.290154,0.191123,0.290154,0.191123
385,0.285616,0.190893,0.285616,0.190893
384.5,0.281152,0.190665667,0.281152,0.190665667
384,0.2768685,0.190402,0.2768685,0.190402
383.5,0.2725995,0.190263667,0.2725995,0.190263667
383,0.2683325,0.190153,0.2683325,0.190153
382.5,0.26426,0.190018333,0.26426,0.190018333
382,0.2603475,0.189838333,0.2603475,0.189838333
381.5,0.256519,0.189721,0.256519,0.189721
381,0.252849,0.189611333,0.252849,0.189611333
380.5,0.249381,0.189433,0.249381,0.189433
380,0.245957,0.189316333,0.245957,0.189316333
379.5,0.242644,0.189091333,0.242644,0.189091333
379,0.239715,0.188939,0.239715,0.188939
378.5,0.236836,0.188805667,0.236836,0.188805667
378,0.234124,0.188675,0.234124,0.188675
377.5,0.2314565,0.188517,0.2314565,0.188517
377,0.2289455,0.188431333,0.2289455,0.188431333
376.5,0.2264915,0.188388333,0.2264915,0.188388333
376,0.224131,0.188241,0.224131,0.188241
375.5,0.2219415,0.188249,0.2219415,0.188249
375,0.219723,0.188160333,0.219723,0.188160333
374.5,0.2176705,0.188008667,0.2176705,0.188008667
374,0.2157275,0.187869333,0.2157275,0.187869333
373.5,0.2140355,0.187863333,0.2140355,0.187863333
373,0.212312,0.187801667,0.212312,0.187801667
372.5,0.2107335,0.187719333,0.2107335,0.187719333
372,0.209173,0.187688667,0.209173,0.187688667
371.5,0.2077235,0.187563333,0.2077235,0.187563333
371,0.206346,0.187430333,0.206346,0.187430333
370.5,0.2048995,0.187314667,0.2048995,0.187314667
370,0.2037255,0.187269667,0.2037255,0.187269667
369.5,0.2025505,0.187161667,0.2025505,0.187161667
369,0.201393,0.186863,0.201393,0.186863
368.5,0.2001855,0.186599333,0.2001855,0.186599333
368,0.1991795,0.186267333,0.1991795,0.186267333
367.5,0.1980645,0.185933667,0.1980645,0.185933667
367,0.197083,0.185569333,0.197083,0.185569333
366.5,0.1957025,0.185242333,0.1957025,0.185242333
366,0.194702,0.185017333,0.194702,0.185017333
365.5,0.193582,0.184745667,0.193582,0.184745667
365,0.1925525,0.184393,0.1925525,0.184393
364.5,0.191576,0.183977667,0.191576,0.183977667
364,0.1906455,0.183605667,0.1906455,0.183605667
363.5,0.1895315,0.183230333,0.1895315,0.183230333
363,0.1885435,0.18305,0.1885435,0.18305
362.5,0.1877565,0.182768667,0.1877565,0.182768667
362,0.186743,0.182252,0.186743,0.182252
361.5,0.185812,0.181786,0.185812,0.181786
361,0.184836,0.181413333,0.184836,0.181413333
360.5,0.1838725,0.180976667,0.1838725,0.180976667
360,0.182891,0.180568667,0.182891,0.180568667
359.5,0.1820095,0.180259667,0.1820095,0.180259667
359,0.180854,0.179826333,0.180854,0.179826333
358.5,0.179721,0.179207,0.179721,0.179207
358,0.178683,0.178618,0.178683,0.178618
357.5,0.1776545,0.178111667,0.1776545,0.178111667
357,0.176608,0.177569667,0.176608,0.177569667
356.5,0.175533,0.177058333,0.175533,0.177058333
356,0.174433,0.176448667,0.174433,0.176448667
355.5,0.1734395,0.175674,0.1734395,0.175674
355,0.1725935,0.174830667,0.1725935,0.174830667
354.5,0.1715465,0.174238333,0.1715465,0.174238333
354,0.1705365,0.173654333,0.1705365,0.173654333
353.5,0.1695185,0.172925667,0.1695185,0.172925667
353,0.168499,0.172168333,0.168499,0.172168333
352.5,0.1676225,0.171428,0.1676225,0.171428
352,0.1666485,0.170736,0.1666485,0.170736
351.5,0.165673,0.169962667,0.165673,0.169962667
351,0.1645755,0.169304,0.1645755,0.169304
350.5,0.16357,0.168471333,0.16357,0.168471333
350,0.1626755,0.167741667,0.1626755,0.167741667
349.5,0.16175,0.166905,0.16175,0.166905
349,0.1606915,0.166161667,0.1606915,0.166161667
348.5,0.159645,0.1654,0.159645,0.1654
348,0.1585565,0.16455,0.1585565,0.16455
347.5,0.157455,0.163782,0.157455,0.163782
347,0.156376,0.162982333,0.156376,0.162982333
346.5,0.155376,0.162238,0.155376,0.162238
346,0.1542535,0.161505333,0.1542535,0.161505333
345.5,0.1532525,0.160831667,0.1532525,0.160831667
345,0.15229,0.160097333,0.15229,0.160097333
344.5,0.151264,0.159349667,0.151264,0.159349667
344,0.1502735,0.158666333,0.1502735,0.158666333
343.5,0.149215,0.158035333,0.149215,0.158035333
343,0.148271,0.157531,0.148271,0.157531
342.5,0.1471785,0.156818333,0.1471785,0.156818333
342,0.1462725,0.156083667,0.1462725,0.156083667
341.5,0.14521,0.155363667,0.14521,0.155363667
341,0.144287,0.154717,0.144287,0.154717
340.5,0.143307,0.154149667,0.143307,0.154149667
340,0.1430705,0.153708333,0.1430705,0.153708333
339.5,0.1421965,0.152925,0.1421965,0.152925
339,0.1412275,0.152338,0.1412275,0.152338
338.5,0.140201,0.151777,0.140201,0.151777
338,0.139273,0.151118,0.139273,0.151118
337.5,0.138171,0.150632333,0.138171,0.150632333
337,0.1372005,0.150075333,0.1372005,0.150075333
336.5,0.136216,0.149487667,0.136216,0.149487667
336,0.1352475,0.148843,0.1352475,0.148843
335.5,0.1343825,0.148365333,0.1343825,0.148365333
335,0.133381,0.147864667,0.133381,0.147864667
334.5,0.132337,0.147279667,0.132337,0.147279667
334,0.131427,0.146694,0.131427,0.146694
333.5,0.130561,0.146107,0.130561,0.146107
333,0.129774,0.14554,0.129774,0.14554
332.5,0.12905,0.144931667,0.12905,0.144931667
332,0.1281105,0.144448333,0.1281105,0.144448333
331.5,0.1271995,0.143868667,0.1271995,0.143868667
331,0.1264275,0.143388667,0.1264275,0.143388667
330.5,0.125761,0.142809,0.125761,0.142809
330,0.1249815,0.142258333,0.1249815,0.142258333
329.5,0.124284,0.141488667,0.124284,0.141488667
329,0.123338,0.140791333,0.123338,0.140791333
328.5,0.122689,0.140252,0.122689,0.140252
328,0.1221795,0.139662333,0.1221795,0.139662333
327.5,0.1214525,0.138999333,0.1214525,0.138999333
327,0.1207535,0.138172667,0.1207535,0.138172667
326.5,0.1199545,0.137482667,0.1199545,0.137482667
326,0.1192725,0.136897333,0.1192725,0.136897333
325.5,0.1184775,0.136448333,0.1184775,0.136448333
325,0.117898,0.135918333,0.117898,0.135918333
324.5,0.116885,0.135173667,0.116885,0.135173667
324,0.1161975,0.134664333,0.1161975,0.134664333
323.5,0.115508,0.134147667,0.115508,0.134147667
323,0.1149205,0.133580333,0.1149205,0.133580333
322.5,0.114486,0.133074667,0.114486,0.133074667
322,0.1139475,0.132464333,0.1139475,0.132464333
321.5,0.113439,0.131677,0.113439,0.131677
321,0.1129325,0.131064,0.1129325,0.131064
320.5,0.1126045,0.130622667,0.1126045,0.130622667
320,0.112035,0.130017,0.112035,0.130017
319.5,0.1117375,0.129332333,0.1117375,0.129332333
319,0.111158,0.128763333,0.111158,0.128763333
318.5,0.110715,0.128091333,0.110715,0.128091333
318,0.110477,0.127519333,0.110477,0.127519333
317.5,0.110257,0.127013333,0.110257,0.127013333
317,0.1098245,0.126576667,0.1098245,0.126576667
316.5,0.109408,0.12604,0.109408,0.12604
316,0.109147,0.12552,0.109147,0.12552
315.5,0.108826,0.125228667,0.108826,0.125228667
315,0.1087965,0.124837333,0.1087965,0.124837333
314.5,0.108657,0.124478,0.108657,0.124478
314,0.1083425,0.124080333,0.1083425,0.124080333
313.5,0.1081125,0.123753,0.1081125,0.123753
313,0.108123,0.123244667,0.108123,0.123244667
312.5,0.108186,0.122902667,0.108186,0.122902667
312,0.108108,0.122544,0.108108,0.122544
311.5,0.108037,0.122119333,0.108037,0.122119333
311,0.107986,0.121749333,0.107986,0.121749333
310.5,0.1080105,0.12146,0.1080105,0.12146
310,0.1080455,0.121233,0.1080455,0.121233
309.5,0.1081235,0.121063333,0.1081235,0.121063333
309,0.1081755,0.120895667,0.1081755,0.120895667
308.5,0.1082895,0.120848,0.1082895,0.120848
308,0.1085945,0.120825333,0.1085945,0.120825333
307.5,0.108857,0.120894333,0.108857,0.120894333
307,0.1092125,0.120969333,0.1092125,0.120969333
306.5,0.1094195,0.120975333,0.1094195,0.120975333
306,0.109865,0.121189333,0.109865,0.121189333
305.5,0.1102935,0.121454667,0.1102935,0.121454667
305,0.110829,0.121840667,0.110829,0.121840667
304.5,0.1114565,0.122145667,0.1114565,0.122145667
304,0.112096,0.122764667,0.112096,0.122764667
303.5,0.1129015,0.12324,0.1129015,0.12324
303,0.113767,0.124022333,0.113767,0.124022333
302.5,0.1150165,0.124893667,0.1150165,0.124893667
302,0.1160875,0.125746,0.1160875,0.125746
301.5,0.117314,0.126754333,0.117314,0.126754333
301,0.118604,0.127842333,0.118604,0.127842333
300.5,0.1200555,0.129100333,0.1200555,0.129100333
300,0.121481,0.130238,0.121481,0.130238
299.5,0.122945,0.131566,0.122945,0.131566
299,0.124493,0.132930667,0.124493,0.132930667
298.5,0.1260835,0.134506333,0.1260835,0.134506333
298,0.1279965,0.136053667,0.1279965,0.136053667
297.5,0.1297645,0.137647667,0.1297645,0.137647667
297,0.1316975,0.139435333,0.1316975,0.139435333
296.5,0.1338115,0.141292333,0.1338115,0.141292333
296,0.136225,0.143270667,0.136225,0.143270667
295.5,0.1387035,0.145518,0.1387035,0.145518
295,0.1413755,0.147884,0.1413755,0.147884
294.5,0.144249,0.150447333,0.144249,0.150447333
294,0.1472435,0.153499667,0.1472435,0.153499667
293.5,0.150555,0.156482667,0.150555,0.156482667
293,0.154045,0.159681667,0.154045,0.159681667
292.5,0.157352,0.162906667,0.157352,0.162906667
292,0.1604805,0.166008333,0.1604805,0.166008333
291.5,0.1636595,0.168973333,0.1636595,0.168973333
291,0.1665055,0.171555,0.1665055,0.171555
290.5,0.168979,0.173759333,0.168979,0.173759333
290,0.1712275,0.175493,0.1712275,0.175493
289.5,0.173119,0.177133,0.173119,0.177133
289,0.1746915,0.178501333,0.1746915,0.178501333
288.5,0.1761595,0.179674,0.1761595,0.179674
288,0.177848,0.181102,0.177848,0.181102
287.5,0.1793,0.182425,0.1793,0.182425
287,0.1809455,0.183888333,0.1809455,0.183888333
286.5,0.1826795,0.185510667,0.1826795,0.185510667
286,0.184346,0.187324667,0.184346,0.187324667
285.5,0.1861275,0.189050667,0.1861275,0.189050667
285,0.1880135,0.190806667,0.1880135,0.190806667
284.5,0.1898745,0.192551667,0.1898745,0.192551667
284,0.191459,0.193934,0.191459,0.193934
283.5,0.1930535,0.195266,0.1930535,0.195266
283,0.19431,0.196521667,0.19431,0.196521667
282.5,0.1953005,0.197449333,0.1953005,0.197449333
282,0.196111,0.198213667,0.196111,0.198213667
281.5,0.1968665,0.198877667,0.1968665,0.198877667
281,0.197333,0.199305,0.197333,0.199305
280.5,0.197648,0.199638333,0.197648,0.199638333
280,0.1977865,0.199939333,0.1977865,0.199939333
279.5,0.1977365,0.200009667,0.1977365,0.200009667
279,0.197694,0.200057667,0.197694,0.200057667
278.5,0.1976145,0.200264,0.1976145,0.200264
278,0.1975595,0.200250333,0.1975595,0.200250333
277.5,0.197305,0.200223667,0.197305,0.200223667
277,0.197207,0.200202333,0.197207,0.200202333
276.5,0.1970935,0.200254667,0.1970935,0.200254667
276,0.196956,0.200255333,0.196956,0.200255333
275.5,0.196832,0.200213667,0.196832,0.200213667
275,0.1966235,0.200177667,0.1966235,0.200177667
274.5,0.196425,0.200007667,0.196425,0.200007667
274,0.196124,0.199845333,0.196124,0.199845333
273.5,0.1958695,0.199682333,0.1958695,0.199682333
273,0.195276,0.199441,0.195276,0.199441
272.5,0.19465,0.199040333,0.19465,0.199040333
272,0.19398,0.198673,0.19398,0.198673
271.5,0.193389,0.198404,0.193389,0.198404
271,0.19268,0.197937333,0.19268,0.197937333
270.5,0.191908,0.197588333,0.191908,0.197588333
270,0.1911805,0.197168333,0.1911805,0.197168333
269.5,0.1903785,0.196684333,0.1903785,0.196684333
269,0.189639,0.196175667,0.189639,0.196175667
268.5,0.1888715,0.195669333,0.1888715,0.195669333
268,0.188074,0.195212,0.188074,0.195212
267.5,0.187183,0.194718,0.187183,0.194718
267,0.186418,0.194219333,0.186418,0.194219333
266.5,0.185595,0.193579,0.185595,0.193579
266,0.1848235,0.192930333,0.1848235,0.192930333
265.5,0.1840015,0.192308,0.1840015,0.192308
265,0.1831315,0.191728333,0.1831315,0.191728333
264.5,0.1821995,0.191122,0.1821995,0.191122
264,0.181392,0.190482667,0.181392,0.190482667
263.5,0.18056,0.189807333,0.18056,0.189807333
263,0.179695,0.189154333,0.179695,0.189154333
262.5,0.1788945,0.188545,0.1788945,0.188545
262,0.1781165,0.188039333,0.1781165,0.188039333
261.5,0.177329,0.187590333,0.177329,0.187590333
261,0.176667,0.187148667,0.176667,0.187148667
260.5,0.1760675,0.186683,0.1760675,0.186683
260,0.175376,0.186190667,0.175376,0.186190667
259.5,0.174733,0.185829,0.174733,0.185829
259,0.1740325,0.185490333,0.1740325,0.185490333
258.5,0.17337,0.185237,0.17337,0.185237
258,0.172653,0.184956667,0.172653,0.184956667
257.5,0.172093,0.184703,0.172093,0.184703
257,0.1714695,0.184455667,0.1714695,0.184455667
256.5,0.1709795,0.184311,0.1709795,0.184311
256,0.1706065,0.184348,0.1706065,0.184348
255.5,0.170255,0.184414,0.170255,0.184414
255,0.170126,0.184531,0.170126,0.184531
254.5,0.1699845,0.184695,0.1699845,0.184695
254,0.1699205,0.184919333,0.1699205,0.184919333
253.5,0.1699315,0.185281667,0.1699315,0.185281667
253,0.170083,0.185739,0.170083,0.185739
252.5,0.1702515,0.186309,0.1702515,0.186309
252,0.170496,0.186903,0.170496,0.186903
251.5,0.170947,0.187629333,0.170947,0.187629333
251,0.1714695,0.188537667,0.1714695,0.188537667
250.5,0.1722195,0.189571,0.1722195,0.189571
250,0.1731245,0.190754667,0.1731245,0.190754667
,,,,
